[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-1,-3;12]:[7,3;13]:[-1,2;13]:[3,-1;10]:[5,3;15]:[1,4;9]:[3,-7;13]:[-13,-11;14]:[1,0;11]:[1,1;10]:[5,-3;13]:[-1,0;8]:[-11,1;14]:[1,1;12]:[-9,11;14]:[-1,11;14]:[-1,1;10]:[-5,2;12]:[-3,2;11]:[1,6;12]:[-1,-5;11]:[1,-2;8]:[-5,1;12]:[3,-8;13]:[-3,2;11]:[35,21;15]:[5,-5;12]:[5,-2;13]:[5,3;13]:[-3,0;12]:[3,-2;10]:[-3,0;12]:[-1,1;11]:[17,-3;14]:[-5,-7;12]:[1,1;9]:[21,-5;14]:[1,6;12]:[1,2;8]:[45,-5;15]:[1,-1;9]:[17,2;13]:[1,-1;9]:[5,8;12]:[1,-2;8]:[-1,0;13]:[-1,-5;13]:[19,-3;13]:[3,12;13]:[-17,5;13]:[1,3;12]:[-1,1;12]:[-3,-1;13]:[3,-3;12]:[11,-3;15]:[-7,-1;12]:[3,-1;13]:[-7,-1;12]:[1,0;11]:[3,-3;10]:[-9,-13;14]:[-1,-1;8]:[13,5;14]:
[0,0;0]:[5,3;12]:[7,0;13]:[-7,41;16]:[-7,9;13]:[11,2;11]:[1,-1;9]:[3,1;10]:[1,-5;11]:[21,12;15]:[1,1;9]:[-1,0;11]:[5,-13;13]:[1,-1;9]:[7,-19;15]:[11,-4;13]:[3,8;13]:[1,3;11]:[3,-7;14]:[-7,-5;11]:[1,-5;15]:[-1,2;10]:[-13,14;15]:[7,-1;12]:[5,-3;12]:[-9,5;14]:[3,3;11]:[3,1;11]:[-17,11;16]:[-9,0;12]:[-1,-1;10]:[-3,3;13]:[7,13;14]:[-1,0;10]:[-9,1;13]:[-15,11;15]:[7,8;15]:[-7,1;11]:[1,-5;15]:[7,3;12]:[-3,-3;11]:[-19,7;13]:[3,-3;12]:[3,2;10]:[-1,-1;8]:[3,-1;9]:[-31,33;16]:[7,4;13]:[-3,-8;12]:[9,-3;16]:[-3,-1;10]:[-7,-7;12]:[1,0;8]:[-3,2;11]:[-3,-1;11]:[9,2;11]:[3,-1;12]:[3,-2;11]:[1,-1;12]:[1,-18;15]:[-3,-1;11]:[1,-5;13]:[-1,-2;11]:[1,-2;9]:
[0,0;0]:[-1,-4;12]:[15,-7;14]:[-23,8;17]:[5,-19;15]:[45,-3;16]:[1,-2;13]:[-11,-2;14]:[19,-5;15]:[15,-8;15]:[-1,-2;11]:[-3,-9;14]:[11,-2;14]:[13,5;15]:[17,6;16]:[-27,-12;14]:[13,-7;14]:[5,3;12]:[-31,-4;15]:[-7,8;14]:[-9,20;16]:[1,0;9]:[-13,4;15]:[-5,-1;11]:[7,-10;14]:[1,8;15]:[11,-21;16]:[3,8;13]:[7,24;17]:[11,2;14]:[-7,-4;15]:[-5,0;14]:[5,-20;15]:[3,-10;12]:[-17,-22;14]:[-9,-2;16]:[-27,15;15]:[-19,13;15]:[-9,20;16]:[-3,-4;13]:[29,-7;16]:[3,5;15]:[1,-6;14]:[5,3;11]:[-3,-4;15]:[-3,-2;11]:[5,28;17]:[9,-7;14]:[5,14;14]:[5,-12;17]:[15,1;14]:[3,-1;12]:[13,3;13]:[-19,-2;14]:[-11,-4;13]:[27,-1;16]:[1,0;11]:[-1,-7;14]:[-1,-2;9]:[-15,-19;15]:[-3,5;12]:[17,-7;14]:[-9,-3;12]:[29,-27;15]:
[0,0;0]:[13,3;13]:[-9,31;15]:[-67,-14;18]:[37,5;16]:[47,-7;17]:[21,2;14]:[33,-10;15]:[9,7;16]:[9,18;16]:[-3,-2;12]:[-9,15;15]:[-9,24;15]:[-9,-35;16]:[-3,12;17]:[-31,2;15]:[1,-9;15]:[1,-3;13]:[25,2;16]:[5,0;15]:[-21,10;17]:[-3,-5;11]:[1,-2;16]:[-3,2;12]:[21,12;15]:[29,-22;16]:[-23,-1;17]:[-3,4;14]:[-45,22;18]:[1,2;15]:[13,24;16]:[11,-6;15]:[13,10;16]:[-11,6;13]:[-9,8;15]:[-5,16;17]:[-13,1;16]:[-41,1;16]:[-21,10;17]:[1,-6;14]:[31,37;17]:[-21,-19;16]:[3,0;15]:[-11,-1;12]:[-15,0;16]:[-7,-6;12]:[57,14;18]:[-15,-1;15]:[-17,-2;15]:[-71,-50;18]:[29,5;15]:[-15,0;13]:[3,-1;14]:[-15,26;15]:[11,-8;14]:[57,-29;17]:[-1,-7;12]:[21,-7;15]:[1,-4;11]:[-21,-9;16]:[-7,-1;13]:[1,-5;15]:[-1,-1;13]:[7,21;16]:
[0,0;0]:[1,-2;13]:[9,-7;16]:[11,-2;14]:[-7,-13;16]:[-15,-1;16]:[1,-9;14]:[29,12;16]:[-19,-1;15]:[-103,19;17]:[11,-3;11]:[-1,10;14]:[-3,-3;13]:[11,15;15]:[-5,-14;15]:[-39,-19;17]:[-23,19;17]:[5,-9;13]:[-9,-15;15]:[-3,4;15]:[51,-3;15]:[-3,-3;12]:[31,-1;17]:[5,4;15]:[21,16;14]:[1,-5;14]:[23,13;16]:[-5,0;13]:[7,16;14]:[7,1;14]:[-17,-2;16]:[-5,-1;12]:[-11,-13;15]:[1,-5;12]:[23,41;17]:[-3,-4;15]:[29,9;17]:[-5,17;15]:[-13,-3;15]:[-1,-1;12]:[-3,7;16]:[23,-9;16]:[7,-2;14]:[3,-2;10]:[-49,22;16]:[1,2;12]:[1,0;9]:[-7,-9;16]:[-7,-1;14]:[-21,4;12]:[1,15;14]:[-5,-10;13]:[-7,5;13]:[-21,-12;16]:[9,4;13]:[27,5;16]:[11,10;15]:[-15,-4;14]:[7,-6;15]:[11,13;17]:[5,1;13]:[9,-15;17]:[1,0;10]:[3,11;15]:
[0,0;0]:[-19,-4;14]:[39,-7;17]:[11,-2;15]:[55,-9;17]:[17,3;17]:[7,11;15]:[15,-14;17]:[33,19;16]:[-41,55;18]:[-13,1;12]:[-5,-4;15]:[-13,-3;14]:[-17,-1;16]:[37,-4;16]:[-41,-27;18]:[63,-9;18]:[-5,-17;14]:[9,25;16]:[23,-22;16]:[-15,5;16]:[5,1;13]:[-39,15;18]:[23,18;16]:[1,-8;15]:[-29,3;15]:[7,-23;17]:[11,14;14]:[3,8;15]:[11,-19;15]:[-27,4;17]:[1,5;13]:[-5,35;16]:[9,3;13]:[17,29;18]:[-5,-18;16]:[27,17;18]:[7,-11;16]:[49,5;16]:[-7,7;13]:[-59,27;17]:[33,39;17]:[11,6;15]:[3,-6;11]:[37,-20;17]:[-5,0;13]:[-3,-1;13]:[15,-13;17]:[5,-21;15]:[7,-5;12]:[13,-9;15]:[-17,0;14]:[9,1;14]:[-55,-34;17]:[1,14;14]:[-29,1;17]:[33,0;16]:[-19,-10;15]:[-27,0;16]:[-11,33;18]:[3,13;14]:[23,49;18]:[1,-2;11]:[7,-5;16]:
[0,0;0]:[9,-2;16]:[19,-33;19]:[-23,31;16]:[-109,-99;19]:[57,-9;19]:[-37,-19;17]:[-57,20;19]:[-23,59;18]:[-121,-15;20]:[-13,9;14]:[-5,36;17]:[29,1;16]:[15,-29;18]:[95,84;18]:[-21,119;20]:[11,25;20]:[3,-27;16]:[9,-7;18]:[-25,12;18]:[-53,-7;18]:[-3,-17;15]:[145,13;20]:[-9,8;18]:[-39,-4;17]:[-55,-17;17]:[31,61;19]:[27,-14;16]:[-11,20;16]:[-1,5;17]:[-27,-30;19]:[3,10;15]:[67,-41;18]:[17,-17;15]:[-187,51;20]:[-7,-10;18]:[59,-13;20]:[15,21;18]:[11,-7;18]:[-9,-5;15]:[-67,15;19]:[-51,-39;19]:[59,18;17]:[-3,2;13]:[-43,-38;19]:[-21,14;15]:[-35,19;17]:[-13,73;19]:[-31,-37;17]:[63,-21;17]:[45,35;17]:[-5,10;16]:[-11,21;16]:[65,20;19]:[-31,10;16]:[75,-27;19]:[-7,-30;18]:[-11,6;17]:[-51,-14;18]:[141,7;20]:[3,-13;16]:[-85,43;20]:[-9,5;13]:[23,31;18]:
[0,0;0]:[15,-10;15]:[-89,-15;18]:[-11,8;15]:[19,27;18]:[43,-1;18]:[-13,11;16]:[-41,34;18]:[23,-9;17]:[-89,-25;19]:[1,-3;13]:[61,28;16]:[-27,7;15]:[-31,15;17]:[7,-6;17]:[-81,-55;19]:[103,-77;19]:[23,-1;15]:[-3,-1;17]:[59,-6;17]:[79,3;17]:[15,-1;14]:[-39,-9;19]:[-57,-10;17]:[3,-14;16]:[-35,-3;16]:[13,13;18]:[-7,6;15]:[-7,11;15]:[-7,9;16]:[-23,12;18]:[15,12;14]:[-33,9;17]:[19,15;14]:[-39,9;19]:[9,40;17]:[99,-31;19]:[-47,33;17]:[15,3;17]:[31,-3;14]:[47,-41;18]:[53,-5;18]:[17,8;16]:[-1,4;12]:[25,-28;18]:[-1,-4;14]:[3,-15;16]:[31,35;18]:[-9,-1;16]:[-19,-31;16]:[-5,-21;16]:[-3,10;15]:[-25,13;15]:[49,6;18]:[3,-10;15]:[25,5;18]:[1,-28;17]:[27,14;16]:[-43,4;17]:[29,-39;19]:[-17,5;15]:[63,45;19]:[9,-3;12]:[-23,3;17]:
[0,0;0]:[5,18;14]:[9,-7;15]:[-33,5;18]:[21,-15;16]:[13,-12;16]:[-5,-16;14]:[1,5;15]:[-17,6;15]:[-1,0;15]:[1,1;8]:[-11,-2;14]:[-27,-5;15]:[19,-6;15]:[3,-3;17]:[3,-6;11]:[-27,-2;14]:[1,0;13]:[41,1;16]:[19,2;15]:[5,-13;17]:[23,-6;13]:[19,-19;15]:[-5,-6;12]:[5,2;14]:[-5,-3;16]:[11,24;16]:[1,2;12]:[1,-9;18]:[-7,0;10]:[-9,0;16]:[19,-11;15]:[-3,-7;16]:[-5,-2;11]:[-1,0;13]:[77,-13;17]:[5,7;13]:[-15,2;15]:[5,-13;17]:[-5,11;14]:[-7,-4;16]:[-17,13;16]:[5,-6;14]:[-7,-7;12]:[11,4;16]:[-5,4;12]:[91,-3;18]:[-29,-3;15]:[-1,0;10]:[91,33;18]:[-19,6;14]:[-7,2;14]:[15,5;13]:[-7,9;15]:[-1,-2;12]:[-33,0;16]:[-7,1;12]:[7,-8;14]:[-7,-4;11]:[-11,10;14]:[9,2;13]:[3,9;14]:[3,4;13]:[7,10;15]:
[0,0;0]:[-7,-6;13]:[1,-1;13]:[31,-11;15]:[-13,6;14]:[41,20;16]:[-9,-4;12]:[-5,9;12]:[-13,0;15]:[-17,1;15]:[5,-2;11]:[17,-10;14]:[-1,9;12]:[-19,-14;15]:[9,-8;14]:[-11,0;14]:[-5,6;14]:[-1,-1;7]:[11,-3;13]:[7,-2;13]:[13,2;14]:[-1,-6;12]:[9,-1;15]:[1,0;8]:[-7,7;14]:[7,8;13]:[7,-20;16]:[5,10;13]:[-11,-5;15]:[-11,-2;14]:[1,-4;14]:[-3,-8;12]:[-9,7;13]:[3,0;12]:[17,-8;14]:[-13,12;14]:[-13,-13;15]:[13,0;15]:[-19,2;14]:[3,-1;11]:[33,20;16]:[5,6;14]:[15,-13;14]:[1,3;10]:[-7,-8;14]:[-1,0;10]:[19,-1;15]:[7,1;13]:[11,2;14]:[7,7;15]:[-29,-8;14]:[3,-2;13]:[3,-2;13]:[-1,5;12]:[-5,6;13]:[15,-20;16]:[-3,-2;10]:[-9,-6;14]:[-3,-1;10]:[5,21;15]:[1,-1;8]:[-7,10;14]:[3,1;10]:[13,-10;15]:
[0,0;0]:[1,1;13]:[-29,-5;18]:[-9,19;17]:[9,-13;18]:[9,-9;17]:[1,15;16]:[-37,-18;18]:[9,-32;16]:[-27,-23;19]:[9,4;12]:[-3,0;8]:[15,16;15]:[-53,28;16]:[19,-15;17]:[-89,11;19]:[119,33;19]:[15,-9;15]:[-9,21;17]:[9,-6;17]:[-25,-38;17]:[-1,6;13]:[43,-43;19]:[-57,22;17]:[5,-3;15]:[-15,10;16]:[3,5;17]:[3,2;12]:[9,19;17]:[-7,0;15]:[43,8;18]:[15,-3;12]:[-15,3;17]:[-3,-2;13]:[113,83;19]:[5,29;17]:[41,47;19]:[15,12;16]:[39,58;17]:[-11,-14;14]:[-31,13;17]:[15,-5;18]:[3,5;15]:[3,1;11]:[-53,-24;18]:[13,-4;14]:[-5,16;17]:[35,-39;18]:[15,0;15]:[-33,-14;17]:[-3,-10;15]:[-1,3;13]:[-11,28;14]:[5,18;18]:[3,1;12]:[-5,-25;17]:[-15,0;17]:[13,-12;13]:[13,0;17]:[-89,-5;19]:[-25,-23;15]:[47,-41;19]:[3,0;10]:[-21,8;16]:
[0,0;0]:[-1,2;12]:[-1,15;17]:[27,-1;16]:[1,27;17]:[-33,5;16]:[9,-1;15]:[-17,-14;17]:[27,-14;15]:[-83,1;18]:[3,-2;11]:[-5,1;12]:[7,4;14]:[1,10;15]:[-21,-7;16]:[67,-1;18]:[-61,5;18]:[-5,-9;14]:[11,-3;16]:[9,30;16]:[-17,10;16]:[5,4;12]:[19,69;18]:[-5,18;16]:[-1,13;14]:[-23,-14;15]:[13,15;16]:[1,1;10]:[-19,-25;16]:[-1,2;14]:[-53,12;17]:[-3,-6;11]:[45,3;16]:[3,0;12]:[-59,15;18]:[-3,-11;16]:[33,-17;18]:[-19,2;15]:[47,-22;16]:[-3,-2;13]:[7,19;16]:[71,11;17]:[17,-7;14]:[1,-1;10]:[11,-20;17]:[5,4;13]:[-33,28;16]:[15,29;17]:[-7,6;14]:[-5,-18;16]:[-1,-4;14]:[9,2;12]:[3,2;13]:[49,-2;17]:[1,-1;8]:[21,9;16]:[-3,20;16]:[-1,3;11]:[-7,-28;16]:[-65,-77;18]:[19,-7;14]:[-85,-21;18]:[3,-2;9]:[17,-2;15]:
