[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-9,12;14]:[-1,-3;15]:[23,-2;13]:[-7,-3;13]:[23,17;16]:[-5,0;13]:[-9,9;15]:[-3,-19;16]:[11,5;15]:[21,-8;15]:[33,19;16]:[1,-5;15]:[61,43;16]:[-1,5;12]:[9,-9;12]:[29,-10;17]:[-5,1;11]:[-73,80;18]:[7,-12;15]:[-7,-4;16]:[-1,6;13]:[7,-2;13]:[17,-16;18]:[-15,4;15]:[-17,-48;18]:[5,-6;14]:[1,0;11]:[-21,24;18]:[-5,4;15]:[-3,2;17]:[-19,-8;16]:[-3,0;14]:[-7,6;12]:[-13,51;17]:[19,7;16]:[15,8;14]:[5,1;14]:[-19,-9;16]:[3,-13;17]:[9,-16;14]:[-67,-71;17]:[-3,-3;11]:[-5,-1;14]:[-29,-25;17]:[-5,10;14]:[-5,1;13]:[3,-16;15]:[41,0;17]:[-5,4;12]:[21,-2;18]:[3,2;13]:[15,12;16]:[-3,-2;13]:[-11,4;15]:[-13,26;18]:[-11,-16;15]:[-23,-2;18]:[13,-12;14]:[3,-3;11]:[-43,22;18]:[3,-4;15]:[-7,12;17]:[-3,-16;16]:
[0,0;0]:[-7,-9;15]:[69,45;16]:[-11,-8;17]:[1,3;13]:[-5,3;16]:[21,-4;17]:[-23,15;16]:[47,-23;17]:[9,21;14]:[9,2;15]:[3,-8;16]:[-5,2;13]:[39,-47;17]:[-3,-4;13]:[-11,-5;15]:[-1,14;17]:[3,17;15]:[-3,14;18]:[-49,30;18]:[7,-7;17]:[49,16;16]:[-7,44;18]:[91,-74;18]:[-65,-4;18]:[-23,0;18]:[-27,-18;17]:[-1,-5;12]:[37,-2;18]:[-35,0;18]:[-21,1;17]:[5,-23;16]:[1,7;15]:[15,-6;16]:[27,-15;17]:[-1,-2;13]:[3,4;13]:[5,-2;15]:[-23,16;14]:[11,9;17]:[7,-9;16]:[-41,22;17]:[3,-2;13]:[23,2;15]:[-23,18;17]:[3,15;16]:[1,-6;14]:[1,-5;16]:[-1,-2;17]:[-31,-19;15]:[-17,2;18]:[-33,24;18]:[-31,7;17]:[27,20;16]:[-39,70;18]:[65,42;18]:[-29,-4;18]:[-49,6;18]:[23,22;17]:[5,6;13]:[-21,76;18]:[-7,-40;18]:[15,-23;17]:[-15,25;16]:
[0,0;0]:[-29,-29;15]:[-33,-11;16]:[-21,-10;17]:[-7,9;13]:[1,-4;16]:[27,-14;17]:[19,-5;16]:[1,-5;17]:[5,-5;14]:[21,7;15]:[9,17;16]:[3,13;13]:[-31,7;17]:[-3,4;13]:[-9,11;15]:[51,1;17]:[21,-5;15]:[21,-1;18]:[15,-26;18]:[5,13;17]:[-5,14;16]:[-115,-84;18]:[35,21;18]:[-27,62;18]:[9,-5;18]:[23,-20;17]:[11,-1;12]:[21,5;18]:[-33,22;18]:[7,30;17]:[-15,16;16]:[-13,3;15]:[-15,16;16]:[-11,2;17]:[27,-1;15]:[-1,-1;12]:[-21,28;15]:[-5,-8;15]:[37,-22;17]:[9,-33;16]:[-31,15;17]:[-3,0;13]:[-7,28;15]:[-1,9;17]:[5,-9;16]:[7,2;14]:[-29,-9;16]:[-1,1;17]:[-9,-5;15]:[91,73;18]:[11,0;18]:[-13,35;17]:[-23,22;16]:[-7,6;18]:[37,19;18]:[-23,6;18]:[43,-17;18]:[-27,16;17]:[-5,14;13]:[23,-15;18]:[-37,6;18]:[31,-26;17]:[5,24;16]:
[0,0;0]:[1,4;13]:[-1,1;12]:[23,4;16]:[5,2;13]:[-3,24;16]:[-17,-8;16]:[1,0;9]:[1,1;11]:[-1,-9;15]:[13,-7;15]:[-23,-10;16]:[-13,-11;15]:[-7,10;13]:[-5,-2;11]:[-3,-1;14]:[-67,41;17]:[-7,-15;14]:[23,-15;18]:[-31,-8;17]:[15,0;15]:[-11,10;15]:[25,-30;17]:[89,23;18]:[43,-30;17]:[67,29;18]:[-51,-36;16]:[0,0;0]:[-133,-7;18]:[-31,-14;17]:[-21,29;17]:[-5,-15;16]:[1,3;13]:[5,-6;15]:[-3,2;17]:[-1,11;16]:[1,-14;14]:[1,3;13]:[-11,-19;16]:[-3,18;17]:[-3,-4;15]:[41,-8;17]:[-5,5;12]:[-1,3;13]:[-25,40;17]:[13,10;15]:[-3,4;12]:[-7,-6;14]:[33,67;17]:[1,-13;14]:[61,-39;18]:[-25,-6;17]:[9,8;15]:[7,10;15]:[-1,20;17]:[35,-33;18]:[47,18;17]:[73,-47;18]:[19,-20;16]:[-1,-1;12]:[-63,-3;18]:[-27,34;17]:[15,43;17]:[11,-19;16]:
[0,0;0]:[13,-8;14]:[5,1;15]:[-17,-2;14]:[1,-3;13]:[-7,-17;16]:[11,-2;14]:[13,1;15]:[-29,-25;16]:[-9,-11;15]:[23,4;15]:[3,-7;16]:[-7,-9;15]:[-21,-7;16]:[7,9;12]:[-1,-1;11]:[19,-22;17]:[-1,-6;12]:[-39,8;18]:[-3,16;15]:[11,0;16]:[1,-6;12]:[-3,2;13]:[15,-8;18]:[-19,6;14]:[29,-8;18]:[-3,-5;13]:[1,0;11]:[-95,16;18]:[-1,-6;14]:[-41,22;17]:[35,-4;16]:[-13,12;14]:[-3,-12;13]:[85,-59;17]:[-27,1;16]:[13,14;14]:[-1,-5;14]:[11,-7;16]:[69,5;17]:[-11,-3;14]:[15,3;17]:[-13,-6;11]:[9,-3;14]:[-15,-67;17]:[-1,7;14]:[-11,9;13]:[1,12;15]:[-33,32;17]:[1,-1;11]:[3,26;18]:[-11,0;13]:[-19,-8;16]:[3,2;12]:[-1,-4;15]:[-27,14;18]:[5,4;14]:[-13,18;18]:[5,-2;13]:[-1,0;11]:[7,-6;18]:[-5,-6;14]:[19,-12;17]:[35,-4;16]:
[0,0;0]:[-5,4;13]:[-1,-2;13]:[-11,7;16]:[5,3;13]:[-15,-13;16]:[-27,-5;16]:[-1,-1;13]:[25,5;14]:[-7,14;15]:[-25,20;15]:[-19,-19;16]:[-19,0;15]:[15,-4;14]:[3,2;11]:[-7,6;14]:[71,20;17]:[5,-2;14]:[17,2;18]:[67,-27;17]:[21,-8;15]:[-1,15;15]:[-37,-5;17]:[31,-42;18]:[1,13;17]:[53,-30;18]:[-37,17;16]:[0,0;0]:[77,-2;18]:[27,19;17]:[-23,-18;17]:[17,2;16]:[1,3;13]:[3,-1;15]:[-3,37;17]:[-11,10;16]:[9,-5;14]:[7,3;13]:[-9,14;16]:[-3,21;17]:[3,-13;15]:[9,15;17]:[3,2;12]:[-3,-1;13]:[-25,-31;17]:[15,1;15]:[1,2;12]:[-17,2;14]:[-17,34;17]:[5,8;14]:[7,-28;18]:[13,-7;17]:[-45,-16;15]:[13,-7;15]:[5,-33;17]:[-39,100;18]:[-19,-7;17]:[11,-24;18]:[13,15;16]:[-1,0;12]:[-93,-108;18]:[-9,15;17]:[-7,-8;17]:[25,-42;16]:
[0,0;0]:[1,1;9]:[1,-4;11]:[11,-10;13]:[-1,-7;10]:[-1,-7;13]:[3,-6;13]:[3,-2;11]:[-1,0;12]:[11,-2;12]:[5,2;12]:[-1,-7;13]:[-9,-6;12]:[-3,2;12]:[0,0;0]:[-7,-5;11]:[1,-8;14]:[-1,7;11]:[7,10;15]:[-5,0;14]:[1,-1;11]:[-3,4;12]:[-1,-4;14]:[-7,-10;15]:[-5,2;14]:[7,10;15]:[-7,12;13]:[1,0;8]:[7,10;15]:[9,-14;14]:[-1,8;14]:[3,-2;13]:[0,0;0]:[-7,8;12]:[-5,-5;14]:[1,0;13]:[1,-1;11]:[-3,-1;9]:[-9,-4;13]:[-5,-5;14]:[-21,-6;12]:[3,-5;14]:[-1,1;9]:[5,-1;9]:[13,5;14]:[7,-4;12]:[0,0;0]:[1,-1;10]:[-7,-10;14]:[-1,3;11]:[-7,-4;15]:[1,0;14]:[-1,1;11]:[-1,0;12]:[5,-4;14]:[7,4;15]:[-9,26;14]:[-7,-4;15]:[7,-8;13]:[-1,0;9]:[-7,-4;15]:[5,2;14]:[7,10;14]:[3,2;13]:
[0,0;0]:[-19,10;14]:[7,-1;14]:[21,21;17]:[1,-5;14]:[1,1;17]:[-27,-7;17]:[7,0;14]:[1,-10;15]:[5,-10;16]:[3,10;16]:[-47,15;17]:[9,12;16]:[-29,25;15]:[-15,-9;12]:[21,-18;15]:[-17,-34;18]:[5,-12;15]:[25,24;19]:[3,41;18]:[-45,6;16]:[11,1;16]:[19,-45;18]:[-57,-32;19]:[29,39;18]:[9,20;19]:[47,47;17]:[-1,1;11]:[33,-56;19]:[-65,1;18]:[21,4;18]:[33,20;17]:[7,3;14]:[11,9;16]:[5,19;18]:[-7,-12;17]:[49,-3;15]:[-11,-1;14]:[-37,12;17]:[5,67;18]:[-1,-1;16]:[-59,9;18]:[7,6;13]:[-1,7;14]:[-21,-25;18]:[11,-11;16]:[1,-2;13]:[9,0;15]:[-17,84;18]:[-3,2;15]:[55,38;19]:[-75,-63;18]:[-43,-14;16]:[1,7;16]:[-27,59;18]:[-7,-62;19]:[-31,19;18]:[95,-18;19]:[17,1;17]:[-3,2;13]:[119,-78;19]:[35,-3;18]:[-67,14;18]:[-23,8;17]:
[0,0;0]:[-15,4;14]:[-1,6;14]:[-1,23;17]:[-1,3;14]:[-25,-13;17]:[-1,-13;17]:[3,5;14]:[-3,-3;15]:[-5,4;16]:[29,-22;16]:[35,1;17]:[7,-14;16]:[19,-2;15]:[-3,0;12]:[-17,12;15]:[-59,18;18]:[-25,-4;15]:[-53,0;19]:[105,13;18]:[-41,-36;16]:[21,11;16]:[-95,15;18]:[5,-88;19]:[-13,-7;18]:[-1,48;19]:[-79,-39;17]:[0,0;0]:[39,20;19]:[33,-1;18]:[67,-20;18]:[3,0;17]:[-1,-19;14]:[17,-21;16]:[19,33;18]:[-1,4;17]:[-9,-1;15]:[9,-3;14]:[-27,36;17]:[-45,-79;18]:[1,-5;16]:[-33,31;18]:[1,8;13]:[11,1;14]:[-15,-47;18]:[29,-11;16]:[-1,2;13]:[13,26;15]:[-59,-20;18]:[7,-6;15]:[5,18;19]:[-89,77;18]:[1,-4;16]:[-1,5;16]:[-1,-1;18]:[27,-26;19]:[55,37;18]:[137,14;19]:[-25,-25;17]:[1,-2;13]:[49,-30;19]:[53,-37;18]:[-85,10;18]:[-53,28;17]:
[0,0;0]:[13,-1;13]:[-1,-3;10]:[-31,-3;16]:[-1,3;13]:[-35,9;16]:[-31,17;16]:[-9,2;12]:[1,-5;11]:[-17,0;15]:[-13,-2;15]:[21,19;16]:[7,2;15]:[-3,-5;13]:[-1,-1;11]:[13,-10;14]:[27,-2;17]:[-3,6;14]:[53,-8;18]:[9,13;17]:[-13,1;15]:[31,33;15]:[-51,23;17]:[11,-16;18]:[17,-33;17]:[-47,-8;18]:[-5,-5;16]:[-1,1;10]:[-15,44;18]:[-37,-31;17]:[41,-16;17]:[25,4;16]:[7,2;13]:[-9,9;15]:[-39,-21;17]:[-15,14;16]:[1,5;14]:[-1,-6;13]:[-29,6;16]:[-71,27;17]:[7,-7;15]:[49,13;17]:[3,-4;12]:[-11,-4;13]:[-1,-29;17]:[-13,11;15]:[5,-3;12]:[-7,-7;14]:[11,-20;17]:[-15,-8;14]:[-21,6;18]:[-21,13;17]:[37,-1;15]:[13,7;15]:[-17,7;17]:[-91,-30;18]:[-19,3;17]:[-33,-30;18]:[53,-19;16]:[5,-6;12]:[-33,-26;18]:[-9,5;17]:[-47,18;17]:[-31,-40;16]:
[0,0;0]:[-7,-5;10]:[5,-1;12]:[9,-3;14]:[1,3;11]:[-7,7;13]:[9,-7;14]:[-1,-5;12]:[-13,7;12]:[-9,3;13]:[3,7;12]:[5,-6;13]:[3,-17;13]:[-1,3;12]:[1,0;10]:[-15,-8;12]:[-13,8;14]:[1,-5;12]:[9,2;15]:[13,-2;14]:[-7,5;12]:[9,-11;13]:[17,0;14]:[15,10;15]:[3,-1;15]:[11,-3;15]:[1,5;14]:[3,0;9]:[11,-3;15]:[-7,-3;15]:[-1,9;14]:[-1,4;13]:[1,-1;9]:[3,-3;13]:[-3,-1;14]:[-1,10;13]:[3,-2;10]:[-3,-1;10]:[-3,-6;13]:[-3,-1;14]:[19,1;13]:[5,2;14]:[1,0;10]:[-3,-5;10]:[11,-10;14]:[-1,-1;13]:[1,1;10]:[1,1;11]:[-9,0;14]:[1,3;12]:[-13,-6;15]:[-5,4;14]:[7,-5;12]:[3,-5;13]:[-1,6;14]:[5,2;15]:[-5,-1;15]:[-11,11;15]:[11,-9;14]:[3,5;10]:[5,-5;15]:[9,5;15]:[-9,1;14]:[-13,0;13]:
[0,0;0]:[11,-8;14]:[-11,6;14]:[5,9;17]:[-3,5;14]:[-43,37;17]:[37,-3;17]:[-7,3;14]:[-25,-5;15]:[-15,0;16]:[-33,-6;16]:[-39,-33;17]:[-27,-6;16]:[-31,-2;15]:[-9,4;12]:[-3,0;15]:[55,2;18]:[-19,0;15]:[-23,-28;19]:[-37,-37;18]:[-51,0;16]:[-25,-3;16]:[19,-15;18]:[7,-44;19]:[33,-33;18]:[-91,-44;19]:[-21,-9;17]:[0,0;0]:[125,0;19]:[-69,25;18]:[49,24;18]:[-15,-28;17]:[-3,-21;14]:[27,13;16]:[41,15;18]:[37,0;17]:[21,1;15]:[3,3;14]:[39,-24;17]:[105,63;18]:[-21,13;16]:[29,-39;18]:[-5,4;13]:[9,-9;14]:[-45,55;18]:[15,-5;16]:[-3,2;13]:[-17,-14;15]:[-57,-32;18]:[-3,-6;15]:[23,34;19]:[37,67;18]:[-5,-24;16]:[21,3;16]:[61,-23;18]:[-55,-58;19]:[-19,19;18]:[35,-10;19]:[-35,9;17]:[3,-2;13]:[-5,-14;19]:[119,-35;18]:[25,2;18]:[41,-40;17]:
