[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[5,1;15]:[1,-15;17]:[17,5;16]:[-7,-7;15]:[13,3;16]:[-7,12;15]:[-61,35;17]:[9,-2;15]:[15,7;16]:[-3,-1;13]:[-7,-33;17]:[1,-3;12]:[-23,-3;15]:[49,-21;17]:[-23,8;16]:[-5,10;15]:[-9,33;16]:[31,11;16]:[51,-13;17]:[-1,4;11]:[-5,-5;11]:[-11,41;17]:[5,16;15]:[-9,-3;13]:[-5,5;12]:[23,-31;17]:[3,-1;13]:[7,7;15]:[-33,-19;16]:[15,-10;16]:[11,33;17]:[1,1;10]:[-75,-19;17]:[-3,2;14]:[3,3;16]:[-17,15;17]:[-27,22;16]:[9,1;12]:[7,3;13]:[9,5;17]:[-35,21;16]:[-23,-2;13]:[15,-1;13]:[-13,-12;15]:[-7,1;17]:[-1,0;11]:[7,-11;16]:[29,29;17]:[-9,-3;14]:[5,-1;14]:[-9,-19;15]:[-1,30;16]:[73,29;17]:[-1,1;10]:[-29,19;16]:[-1,27;16]:[71,-5;17]:[-3,-10;14]:[5,-3;16]:[-7,17;17]:[-3,15;15]:[-17,7;14]:[-9,-19;15]:
[0,0;0]:[3,-16;15]:[-37,-12;17]:[51,34;16]:[7,-3;15]:[27,26;16]:[-29,-11;17]:[-35,11;17]:[17,1;15]:[5,19;16]:[5,-4;13]:[3,15;17]:[-1,4;10]:[3,-30;16]:[3,-9;17]:[-11,18;17]:[17,8;15]:[-3,16;16]:[-11,2;16]:[-7,-32;17]:[-3,8;12]:[11,23;16]:[59,-1;17]:[1,-1;17]:[1,6;13]:[3,-2;12]:[45,17;17]:[-5,-2;13]:[-7,3;15]:[-31,-22;16]:[-17,34;17]:[-23,3;17]:[-15,-7;17]:[47,17;17]:[3,-10;14]:[-11,3;16]:[-3,2;17]:[-9,-20;16]:[-9,1;12]:[-19,1;13]:[-21,41;17]:[15,-30;17]:[29,-14;15]:[11,-5;16]:[5,0;10]:[11,-19;17]:[-3,0;11]:[-27,5;16]:[-17,9;17]:[-1,17;17]:[33,-17;15]:[7,-26;16]:[-43,-16;16]:[59,-14;17]:[-5,3;12]:[-19,6;16]:[15,16;17]:[-3,15;17]:[3,2;14]:[35,-3;16]:[11,29;17]:[27,-7;14]:[-15,-12;14]:[3,1;15]:
[0,0;0]:[-3,-1;13]:[9,1;15]:[3,1;14]:[1,0;5]:[5,-9;14]:[25,11;16]:[3,-1;14]:[1,-6;13]:[7,0;11]:[-3,-1;11]:[3,6;12]:[-5,-3;11]:[5,-9;15]:[-9,-1;14]:[41,3;16]:[1,-1;8]:[1,-1;14]:[-15,-5;14]:[15,7;15]:[-3,-1;11]:[3,17;15]:[-7,12;14]:[15,-7;16]:[-1,-3;11]:[3,-1;10]:[-3,2;12]:[7,-3;11]:[0,0;0]:[15,1;14]:[-1,1;16]:[-3,0;14]:[-7,-21;16]:[3,2;12]:[7,0;10]:[1,-2;10]:[13,-17;15]:[-3,-2;9]:[1,1;8]:[-1,0;5]:[-1,6;12]:[9,3;16]:[-1,-12;14]:[7,-21;15]:[1,-12;14]:[11,-6;12]:[1,-1;8]:[-1,-8;11]:[-11,4;12]:[-5,-23;16]:[3,-8;14]:[-15,-3;15]:[3,2;9]:[11,-7;15]:[5,1;11]:[5,-3;14]:[-11,15;16]:[-1,0;12]:[-1,0;10]:[-9,0;10]:[11,2;12]:[5,4;14]:[-1,-7;12]:[5,0;11]:
[0,0;0]:[-3,-14;15]:[37,-36;17]:[-9,4;16]:[-3,13;14]:[5,-2;16]:[27,-1;18]:[3,-4;14]:[7,15;15]:[9,-21;15]:[-7,-2;13]:[-45,-9;16]:[-3,3;13]:[39,17;17]:[-1,-3;12]:[7,-11;18]:[-13,-14;14]:[-3,8;16]:[5,0;16]:[-21,-24;17]:[-11,1;13]:[5,-35;17]:[5,9;15]:[-43,45;18]:[3,-2;13]:[-1,2;12]:[-35,-7;16]:[7,-6;13]:[-5,-5;14]:[-41,14;16]:[-23,-9;18]:[-19,-8;15]:[23,31;18]:[-1,9;16]:[-3,1;13]:[23,5;15]:[-43,8;17]:[-59,10;15]:[1,0;11]:[-1,3;12]:[51,9;16]:[-53,-3;18]:[-7,18;16]:[1,7;17]:[9,-6;16]:[27,-39;16]:[0,0;0]:[-23,1;15]:[43,-3;16]:[-51,25;18]:[-11,-12;16]:[-13,23;17]:[-33,-6;15]:[-37,8;17]:[-13,-1;13]:[45,14;16]:[-25,-11;18]:[25,3;16]:[-3,13;13]:[-31,-21;15]:[27,-7;16]:[-7,4;16]:[-1,2;14]:[-15,-8;14]:
[0,0;0]:[3,-2;11]:[3,-4;13]:[-1,0;12]:[7,3;11]:[-5,0;12]:[3,-6;13]:[3,11;13]:[5,1;11]:[5,9;12]:[1,1;9]:[-21,1;13]:[-3,-1;7]:[3,-3;12]:[5,3;13]:[1,13;13]:[-3,2;11]:[1,0;12]:[1,4;12]:[-7,8;13]:[1,1;8]:[-1,2;12]:[1,11;13]:[1,-6;13]:[1,2;9]:[-3,1;8]:[5,-1;13]:[3,1;9]:[1,-3;11]:[9,0;12]:[3,7;13]:[-5,3;13]:[9,2;13]:[-9,-1;13]:[-1,0;10]:[-3,1;12]:[1,-2;13]:[11,2;12]:[-3,1;8]:[1,-1;9]:[11,-1;13]:[11,1;13]:[-5,1;11]:[7,2;12]:[-3,0;10]:[3,7;13]:[1,-1;7]:[-11,3;12]:[-9,-1;13]:[-1,8;13]:[-1,0;11]:[-1,-3;12]:[-15,2;12]:[-9,-2;13]:[-1,0;8]:[1,-2;12]:[3,-1;13]:[-3,1;13]:[-1,4;10]:[3,-1;12]:[3,-9;13]:[1,-1;9]:[1,-2;10]:[-3,1;11]:
[0,0;0]:[-1,32;16]:[-33,-34;18]:[-11,-2;17]:[13,-19;15]:[-1,-20;17]:[-43,-119;19]:[-1,0;14]:[17,-13;16]:[5,15;16]:[-9,14;14]:[-1,27;17]:[-9,-3;14]:[9,11;18]:[-5,21;15]:[-63,-57;19]:[19,14;15]:[-9,-2;17]:[-49,14;17]:[-63,-26;18]:[3,-9;14]:[-13,-21;18]:[21,28;16]:[-21,11;19]:[-15,8;14]:[5,2;13]:[17,-11;17]:[9,-6;14]:[-5,-5;15]:[-11,-16;17]:[-1,13;19]:[-27,-5;16]:[-63,41;19]:[19,49;17]:[-11,-5;14]:[23,25;16]:[23,62;18]:[5,-2;16]:[1,4;12]:[15,-1;13]:[-25,1;17]:[-43,-17;19]:[-73,-2;17]:[-9,25;18]:[27,6;17]:[7,5;17]:[-1,0;5]:[-11,-35;16]:[-41,-19;17]:[-53,-9;19]:[-21,0;17]:[45,-19;18]:[63,-10;16]:[-87,2;18]:[-11,13;14]:[-17,32;17]:[73,-65;19]:[45,3;17]:[-11,7;14]:[17,-25;16]:[7,-27;17]:[-29,8;17]:[21,4;15]:[-3,6;15]:
[0,0;0]:[-1,-13;16]:[19,11;18]:[19,-9;17]:[-9,3;16]:[-25,17;17]:[21,18;16]:[9,-83;18]:[-5,10;16]:[17,5;17]:[7,9;14]:[-73,53;18]:[-13,-1;13]:[-9,-3;16]:[51,29;18]:[-17,-2;17]:[13,-14;16]:[5,3;17]:[-35,-23;17]:[-23,17;18]:[-11,-6;12]:[-19,4;13]:[31,47;18]:[5,34;16]:[5,15;14]:[-7,-13;13]:[-7,11;18]:[9,-7;14]:[41,-3;16]:[-3,-17;17]:[57,28;17]:[1,15;18]:[13,3;14]:[27,-17;18]:[3,10;15]:[61,1;17]:[-3,13;18]:[-29,6;17]:[7,3;13]:[17,-11;14]:[39,-41;18]:[-45,13;17]:[17,-2;14]:[15,-12;14]:[5,16;16]:[-57,3;18]:[1,-4;12]:[41,39;17]:[-45,31;18]:[-21,6;15]:[7,7;15]:[-7,5;16]:[25,-26;17]:[11,-9;18]:[-5,5;11]:[-23,-7;17]:[-7,-1;17]:[-23,-55;18]:[3,-10;15]:[-37,-1;17]:[-57,-13;18]:[-21,-7;16]:[-3,-27;15]:[29,-5;16]:
[0,0;0]:[-9,10;16]:[79,-22;18]:[-17,0;17]:[-1,-11;16]:[-57,-8;17]:[-31,-13;18]:[49,47;18]:[49,23;16]:[21,-21;17]:[9,-6;14]:[3,23;18]:[1,2;10]:[81,0;17]:[7,-13;18]:[27,8;18]:[-23,8;16]:[9,-2;17]:[41,-68;17]:[5,10;18]:[-13,-2;13]:[-11,1;17]:[7,-1;18]:[19,89;18]:[-11,-12;14]:[7,-8;13]:[-19,9;18]:[7,8;14]:[33,11;16]:[-11,-60;17]:[-39,4;18]:[101,75;18]:[71,-49;18]:[15,-23;18]:[11,-22;15]:[-3,3;17]:[-7,8;18]:[-1,-4;17]:[-1,-3;13]:[-11,-7;14]:[11,1;18]:[-19,64;18]:[7,-2;16]:[-19,1;17]:[-3,10;14]:[11,37;18]:[1,-4;12]:[21,-19;17]:[-65,-15;18]:[33,3;18]:[-37,19;16]:[29,-8;17]:[-19,0;17]:[-1,-4;18]:[17,-3;13]:[-31,12;17]:[53,-26;18]:[-19,39;18]:[11,22;15]:[27,-3;17]:[11,21;18]:[3,-2;15]:[-3,2;15]:[-21,9;16]:
[0,0;0]:[39,-5;16]:[-59,-21;18]:[-43,13;17]:[-7,-2;12]:[-3,1;17]:[29,-67;19]:[23,-13;17]:[-3,20;16]:[5,3;14]:[-7,-7;14]:[-15,19;15]:[-3,-5;14]:[69,-19;18]:[-13,-7;17]:[9,81;19]:[1,4;12]:[81,-27;17]:[31,-1;17]:[-5,5;18]:[-1,1;14]:[-33,15;18]:[-15,-40;17]:[-37,-57;19]:[9,-9;14]:[3,-3;13]:[-25,-19;15]:[3,-5;14]:[3,-2;12]:[-33,-33;17]:[-17,-13;19]:[-83,10;17]:[9,153;19]:[17,-5;15]:[3,4;13]:[1,-2;11]:[-11,9;18]:[1,4;13]:[1,1;11]:[1,0;10]:[9,-9;15]:[-123,85;19]:[-25,18;17]:[-21,-15;18]:[-33,-28;17]:[1,3;15]:[-1,1;11]:[9,-5;14]:[15,-15;15]:[43,-141;19]:[15,14;17]:[73,51;18]:[-5,-8;13]:[35,-9;18]:[5,9;14]:[-11,-5;17]:[81,41;19]:[1,-5;15]:[-5,4;13]:[-1,1;11]:[1,11;15]:[-49,-16;17]:[-19,-19;15]:[7,10;13]:
[0,0;0]:[1,12;16]:[129,38;18]:[27,-2;17]:[27,-13;15]:[49,32;17]:[-21,-13;19]:[-1,2;14]:[39,-39;16]:[-37,-51;16]:[9,0;14]:[1,-23;17]:[1,-13;14]:[23,1;18]:[1,-15;15]:[-33,37;19]:[-3,-2;15]:[-39,-10;17]:[1,-10;17]:[-97,-10;18]:[13,-7;14]:[13,57;18]:[55,4;16]:[-11,-7;19]:[-1,4;14]:[-1,-4;13]:[-81,7;17]:[-1,0;14]:[-19,21;15]:[-5,-28;17]:[1,7;19]:[23,-3;16]:[-65,-29;19]:[5,-9;17]:[-13,-11;14]:[17,-17;16]:[-7,-10;18]:[3,30;16]:[-5,2;12]:[-3,-3;13]:[33,-9;17]:[-53,13;19]:[-31,-10;17]:[25,-5;18]:[-83,6;17]:[9,7;17]:[1,-1;9]:[-5,7;16]:[1,-5;17]:[-75,13;19]:[45,4;17]:[35,-17;18]:[9,-2;16]:[7,-54;18]:[3,3;14]:[17,-12;17]:[87,45;19]:[-21,5;17]:[-13,-7;14]:[-25,1;16]:[9,7;17]:[-59,20;17]:[-5,0;15]:[-21,18;15]:
[0,0;0]:[-15,-9;16]:[45,3;18]:[-11,31;17]:[45,5;16]:[65,-19;17]:[7,-11;15]:[71,-1;18]:[-7,-24;16]:[19,51;17]:[13,-9;14]:[-27,43;18]:[3,3;13]:[-17,14;16]:[69,15;18]:[-9,-19;17]:[39,-6;16]:[11,-5;17]:[11,9;17]:[7,-31;18]:[1,-3;12]:[7,7;15]:[1,-39;18]:[25,-2;15]:[-5,-9;14]:[-1,-7;13]:[-21,-43;18]:[11,-1;14]:[3,27;16]:[11,-5;17]:[-55,-7;17]:[-25,9;18]:[13,27;16]:[-47,1;18]:[-23,-2;15]:[31,7;17]:[51,1;18]:[-55,-10;17]:[1,1;13]:[-13,-1;14]:[37,57;18]:[19,30;17]:[1,0;11]:[13,-2;15]:[-15,-4;16]:[-11,-59;18]:[11,-6;12]:[27,-23;17]:[-87,33;18]:[-7,28;16]:[5,-10;15]:[17,10;16]:[-21,14;17]:[-59,27;18]:[-3,-2;9]:[47,-43;17]:[-3,0;17]:[27,-41;18]:[-23,-30;15]:[-7,25;17]:[-11,21;18]:[-5,-17;16]:[3,17;15]:[15,13;16]:
[0,0;0]:[-1,6;16]:[103,-50;18]:[-25,20;17]:[-17,9;16]:[-1,-12;17]:[-39,-69;18]:[-55,-5;18]:[1,11;16]:[-27,15;17]:[-7,0;14]:[-29,-29;18]:[-1,-3;10]:[33,32;17]:[15,39;18]:[11,16;18]:[33,4;16]:[-47,-22;17]:[17,-40;17]:[45,22;18]:[7,2;13]:[29,-15;17]:[15,3;18]:[-37,1;18]:[-11,0;14]:[-5,10;13]:[13,-3;18]:[-17,2;14]:[-31,-9;16]:[-35,8;17]:[-87,44;18]:[29,-9;18]:[-17,-49;18]:[-33,5;18]:[-13,14;15]:[-3,7;17]:[49,4;18]:[-73,24;17]:[3,5;13]:[5,1;14]:[11,29;18]:[-51,48;18]:[47,-18;16]:[-11,-23;17]:[-7,2;14]:[-53,1;18]:[1,6;12]:[5,33;17]:[47,13;18]:[105,83;18]:[-21,-5;16]:[45,-16;17]:[-11,4;17]:[-25,64;18]:[-3,9;13]:[-39,-24;17]:[-27,6;18]:[77,11;18]:[-13,-6;15]:[-53,-7;17]:[-53,-15;18]:[-13,-2;15]:[-11,-18;15]:[11,-3;16]:
