[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[1,-4;12]:[11,1;13]:[-3,1;10]:[3,0;11]:[-5,1;13]:[1,-4;12]:[5,9;12]:[-5,-1;13]:[-1,-1;10]:[-1,-2;9]:[-1,-8;12]:[-1,4;12]:[3,-7;12]:[-9,0;11]:[5,1;13]:[-1,2;9]:[3,-3;12]:[5,-5;13]:[1,2;11]:[0,0;0]:[5,-13;13]:[-15,-3;12]:[-3,1;12]:[5,-7;13]:[1,0;11]:[0,0;0]:[13,1;12]:[-9,1;12]:[-5,1;12]:[-1,0;8]:[11,7;13]:[-5,3;11]:[5,6;13]:[-1,-1;10]:[1,-2;11]:[-7,-1;12]:[1,3;10]:[7,4;13]:[1,0;6]:[7,0;10]:[1,-2;11]:[-1,1;11]:[-3,-4;13]:[-1,-6;13]:[-1,0;7]:[-9,1;12]:[-9,0;10]:[1,-1;9]:[-3,0;13]:[-1,9;12]:[3,-1;11]:[1,1;12]:[1,15;12]:[11,-2;13]:[-1,0;8]:[-5,1;12]:[-3,3;11]:[-1,1;9]:[-5,-2;13]:[13,0;13]:[1,0;7]:[1,1;12]:[-1,1;12]:
[0,0;0]:[11,-5;14]:[5,-5;13]:[-9,0;13]:[-11,-5;12]:[7,-5;13]:[3,-15;14]:[7,-1;12]:[1,2;9]:[7,6;13]:[9,4;12]:[-9,9;14]:[15,-9;14]:[1,0;12]:[5,0;12]:[-1,2;9]:[-1,8;12]:[-1,9;14]:[-9,-2;13]:[-5,-2;13]:[-3,0;12]:[7,2;13]:[-13,-5;14]:[-3,0;10]:[-1,3;12]:[1,-4;13]:[-1,-1;7]:[7,-3;14]:[7,-5;14]:[-5,2;11]:[11,0;12]:[1,-4;12]:[-5,-6;13]:[1,6;13]:[-1,-4;14]:[-5,3;11]:[1,0;11]:[-7,4;14]:[-1,-6;13]:[1,3;10]:[-1,8;14]:[3,-9;12]:[-3,-8;13]:[-1,3;11]:[-3,-3;10]:[1,1;8]:[3,7;11]:[-5,0;14]:[13,2;13]:[3,-5;12]:[-25,4;14]:[-1,0;6]:[11,1;12]:[9,8;14]:[-5,11;12]:[3,2;10]:[-1,6;14]:[-1,0;12]:[-3,14;13]:[-1,-5;13]:[3,-5;13]:[-7,0;11]:[-1,1;12]:[15,-6;14]:
[0,0;0]:[3,7;13]:[9,10;14]:[-1,-2;12]:[-5,-5;11]:[13,14;14]:[-3,1;13]:[-5,0;13]:[-3,2;14]:[7,-2;12]:[-1,-1;11]:[-7,5;13]:[3,-1;13]:[11,2;13]:[-5,-2;11]:[27,-10;14]:[5,-1;11]:[-11,11;13]:[-3,2;14]:[-1,0;9]:[3,-5;12]:[-3,-22;14]:[1,5;13]:[-5,-2;13]:[1,-2;14]:[-3,-2;10]:[1,0;8]:[9,-7;13]:[9,-1;13]:[23,0;13]:[-3,-3;12]:[-5,-2;14]:[1,0;11]:[-7,6;14]:[7,1;13]:[5,2;10]:[3,6;13]:[5,3;13]:[7,6;14]:[-1,-2;8]:[3,1;13]:[1,0;11]:[1,-1;11]:[-17,16;14]:[-3,0;14]:[-1,0;6]:[-7,-2;13]:[-9,1;13]:[-7,1;12]:[9,-6;14]:[-7,-2;12]:[1,1;10]:[1,-2;13]:[-9,6;12]:[15,-6;14]:[3,2;8]:[-5,1;12]:[-1,0;11]:[-1,-3;12]:[-31,0;14]:[3,8;14]:[5,-3;10]:[-15,-2;13]:[3,1;12]:
[0,0;0]:[-3,-2;10]:[-3,-8;16]:[-1,3;12]:[7,-1;12]:[5,4;16]:[9,2;13]:[-13,2;15]:[-17,6;16]:[-1,-4;12]:[11,4;12]:[-1,2;13]:[1,2;10]:[-5,-2;15]:[1,-1;12]:[-23,-14;16]:[3,-2;12]:[-9,9;13]:[21,-14;16]:[9,18;14]:[3,20;14]:[5,2;16]:[-15,1;13]:[21,-14;15]:[-25,12;16]:[-7,10;14]:[3,-3;10]:[-11,6;13]:[7,-2;13]:[-7,10;15]:[-3,-8;14]:[-15,8;16]:[-27,9;14]:[5,-28;16]:[-3,1;14]:[-9,-6;12]:[13,16;15]:[-9,-7;14]:[43,20;16]:[-5,-4;11]:[-23,1;14]:[5,-2;11]:[-15,-9;14]:[21,-2;16]:[-21,-18;16]:[-3,4;10]:[11,-12;15]:[-7,1;14]:[-5,-1;13]:[19,-22;16]:[1,7;15]:[-1,-1;11]:[13,12;15]:[23,5;15]:[-27,-22;16]:[5,3;11]:[-25,11;15]:[1,1;12]:[-9,8;13]:[1,-4;16]:[31,4;16]:[1,-1;11]:[-27,4;15]:[7,-1;15]:
[0,0;0]:[59,13;16]:[-1,12;16]:[-13,-12;15]:[25,-4;14]:[-9,-2;16]:[-37,-3;16]:[-5,-6;15]:[35,17;16]:[-5,-10;15]:[9,-8;14]:[-21,-5;16]:[-13,15;16]:[-11,-8;15]:[-11,5;14]:[-3,-17;16]:[-1,-12;14]:[-31,13;16]:[-21,-20;16]:[11,-5;15]:[-3,-1;10]:[-21,4;16]:[9,15;16]:[5,-3;15]:[15,9;16]:[1,5;15]:[1,-3;8]:[-59,17;16]:[1,-25;16]:[-13,3;15]:[-3,-5;12]:[-39,-11;16]:[-49,11;15]:[-5,-14;16]:[-13,-4;16]:[-1,0;7]:[9,-9;15]:[5,12;16]:[-15,-14;16]:[-5,-4;12]:[3,0;16]:[9,10;14]:[13,7;15]:[-13,3;16]:[25,3;16]:[1,-1;8]:[31,-1;15]:[-1,-8;16]:[9,-26;15]:[13,1;16]:[23,7;16]:[5,1;13]:[19,2;15]:[25,21;16]:[-5,-1;16]:[1,0;11]:[-1,-23;16]:[17,13;14]:[-15,6;15]:[-49,12;16]:[17,-30;16]:[-3,-6;13]:[-5,2;15]:[7,-19;16]:
[0,0;0]:[-35,10;17]:[-7,-24;17]:[5,17;16]:[-19,12;15]:[45,6;17]:[13,10;17]:[13,-6;16]:[11,-13;17]:[1,3;16]:[-5,1;15]:[-59,-36;17]:[-59,16;17]:[-41,8;16]:[-21,9;15]:[-43,-3;17]:[-11,11;15]:[7,40;17]:[-23,-32;17]:[-19,8;16]:[1,3;10]:[-23,32;17]:[31,18;17]:[-23,-17;16]:[43,-21;17]:[-5,-4;16]:[1,1;11]:[-21,12;17]:[23,-2;17]:[-9,17;16]:[7,-2;13]:[17,7;17]:[1,-24;16]:[7,50;17]:[29,-7;17]:[15,3;14]:[-15,7;16]:[-5,7;17]:[-15,14;17]:[1,-11;13]:[1,-11;17]:[-31,16;15]:[-9,-18;16]:[-31,-3;17]:[-53,41;17]:[9,0;12]:[-29,3;16]:[37,9;17]:[23,17;16]:[99,23;17]:[-27,4;17]:[-3,-3;12]:[-23,-24;16]:[51,8;17]:[-23,29;17]:[1,-10;12]:[1,-30;17]:[33,13;15]:[-13,21;16]:[-21,20;17]:[-3,-6;17]:[-5,-3;14]:[-23,0;16]:[17,22;17]:
[0,0;0]:[-53,4;18]:[-5,-14;18]:[-1,-3;17]:[15,6;16]:[-1,-4;18]:[59,20;18]:[71,36;17]:[13,43;18]:[-5,3;17]:[1,-3;16]:[11,2;18]:[-5,-50;18]:[-27,10;17]:[13,9;16]:[19,37;18]:[-49,-1;16]:[-47,-10;18]:[-101,38;18]:[59,-50;17]:[1,-3;11]:[-37,54;18]:[65,4;18]:[-9,-21;17]:[61,-1;18]:[-67,6;17]:[-7,-1;12]:[21,18;18]:[65,0;18]:[17,-43;17]:[-11,-4;14]:[-17,39;18]:[-25,-6;17]:[37,36;18]:[15,49;18]:[-3,-9;15]:[7,-9;17]:[-71,-17;18]:[67,-20;18]:[-5,1;14]:[-45,37;18]:[15,-14;16]:[1,40;17]:[7,-27;18]:[5,29;18]:[5,-6;13]:[29,39;17]:[63,-23;18]:[-19,-3;17]:[-3,-21;18]:[-53,14;18]:[15,-5;13]:[-69,-6;17]:[-19,38;18]:[-25,-39;18]:[7,4;13]:[87,56;18]:[19,-11;16]:[25,-7;17]:[-47,-2;18]:[95,20;18]:[25,1;15]:[-53,2;17]:[7,4;18]:
[0,0;0]:[-29,-8;16]:[-15,22;16]:[-9,-5;15]:[-7,-8;14]:[-3,8;16]:[-45,0;16]:[-7,12;15]:[-41,-17;16]:[3,-15;15]:[9,7;14]:[11,-14;16]:[27,22;16]:[-5,-26;15]:[-5,-5;14]:[-55,1;16]:[-1,-3;14]:[-3,-2;16]:[-11,-22;16]:[-21,-2;15]:[-3,1;10]:[-11,-6;16]:[-43,16;16]:[-27,15;15]:[43,-13;16]:[-11,10;15]:[-1,1;10]:[-23,6;16]:[13,24;16]:[3,5;15]:[-9,4;12]:[25,11;16]:[35,-6;15]:[-9,-2;16]:[11,27;16]:[5,-6;13]:[-11,11;15]:[-19,5;16]:[9,-10;16]:[-1,-1;12]:[-17,-9;16]:[1,-12;14]:[5,12;15]:[13,23;16]:[31,-1;16]:[3,0;11]:[23,-5;15]:[43,35;16]:[1,3;15]:[3,-11;16]:[7,6;16]:[9,2;12]:[-3,6;15]:[1,14;16]:[1,35;16]:[-3,0;11]:[-21,16;16]:[1,-7;14]:[-27,15;15]:[-33,-12;16]:[9,-6;16]:[5,-1;13]:[-3,14;15]:[-5,-44;16]:
[0,0;0]:[13,10;15]:[5,9;14]:[-5,-1;14]:[13,2;13]:[19,15;14]:[-39,4;15]:[-13,1;13]:[-1,0;13]:[-5,-3;14]:[3,-1;13]:[-19,-4;15]:[-15,6;15]:[3,10;13]:[15,-7;13]:[-7,4;13]:[-3,1;13]:[-7,10;15]:[9,-12;14]:[7,-1;14]:[3,-9;13]:[1,8;14]:[-23,-12;15]:[11,3;12]:[5,3;11]:[-3,-5;14]:[-1,0;9]:[-7,-6;15]:[37,4;15]:[-1,-3;11]:[1,3;13]:[11,4;12]:[15,3;14]:[-11,-2;14]:[-33,3;15]:[5,2;12]:[1,-1;9]:[17,-3;15]:[-5,6;14]:[1,0;11]:[-29,-1;15]:[7,0;13]:[1,-1;14]:[1,2;13]:[1,-7;13]:[1,2;9]:[3,1;11]:[-25,3;15]:[13,-1;14]:[9,0;12]:[-1,21;15]:[-1,-1;10]:[-23,7;13]:[-7,-9;15]:[-1,-3;12]:[-3,4;11]:[39,3;15]:[9,-1;13]:[1,-1;14]:[-3,-3;14]:[29,-9;14]:[-5,5;12]:[5,3;13]:[15,-1;15]:
[0,0;0]:[-5,2;12]:[1,0;9]:[-1,-5;11]:[3,-1;10]:[1,1;8]:[-1,-4;12]:[1,0;7]:[-1,2;11]:[-5,1;11]:[-3,-1;10]:[7,0;12]:[11,2;12]:[-1,-1;9]:[-3,2;10]:[1,-2;11]:[3,1;10]:[-1,0;12]:[3,1;10]:[-3,3;11]:[3,1;10]:[-1,1;10]:[3,-2;12]:[-1,-4;10]:[-1,1;11]:[-1,7;11]:[1,-1;6]:[7,-4;12]:[-1,2;12]:[1,-1;10]:[-3,-5;10]:[-1,-3;11]:[-3,3;11]:[1,0;9]:[-1,7;12]:[0,0;0]:[1,1;10]:[9,1;12]:[1,1;9]:[1,0;8]:[3,-5;12]:[1,1;10]:[-1,3;11]:[-5,-1;11]:[3,1;11]:[3,-1;7]:[5,1;10]:[-1,-1;12]:[5,3;11]:[7,0;11]:[-7,1;12]:[-1,-1;9]:[1,1;8]:[-1,-5;12]:[1,4;11]:[3,-1;8]:[5,3;12]:[1,0;10]:[-7,-1;11]:[5,3;10]:[-3,0;10]:[1,3;9]:[-1,1;8]:[13,-1;12]:
[0,0;0]:[23,-12;15]:[-5,3;14]:[-11,-1;14]:[-9,-8;13]:[-3,-7;14]:[3,2;15]:[-11,3;13]:[3,-6;13]:[13,9;14]:[-11,7;13]:[-17,2;15]:[3,-16;15]:[-7,-10;13]:[1,1;13]:[5,2;13]:[-5,9;13]:[-5,4;15]:[3,-4;14]:[9,11;14]:[-15,3;13]:[-5,8;14]:[-13,-14;15]:[7,3;12]:[-7,-1;10]:[-5,19;14]:[-3,-2;9]:[11,4;15]:[-9,-6;15]:[5,2;11]:[3,3;13]:[5,-5;12]:[9,-1;14]:[-25,14;14]:[9,-5;15]:[3,-4;12]:[-1,-1;10]:[7,-11;15]:[25,-10;14]:[3,-6;11]:[-11,-9;15]:[13,-2;13]:[15,15;14]:[-7,0;13]:[-7,5;13]:[3,2;9]:[-3,4;11]:[-15,-5;15]:[3,3;14]:[7,3;12]:[-15,-11;15]:[-1,3;10]:[-9,-3;13]:[-25,-1;15]:[-3,0;12]:[-1,-2;11]:[1,-9;15]:[-9,7;13]:[-1,3;14]:[3,-5;14]:[11,5;14]:[5,1;12]:[-5,-7;13]:[-23,-5;15]:
[0,0;0]:[-15,1;14]:[-5,0;12]:[1,-2;13]:[-1,1;12]:[-9,-11;12]:[-11,-9;14]:[3,0;11]:[1,-4;13]:[-11,-12;13]:[9,-2;12]:[-7,15;14]:[5,-11;14]:[3,1;10]:[-9,-2;12]:[-1,4;13]:[-1,6;12]:[13,-7;14]:[-7,-2;11]:[7,0;13]:[-7,-3;12]:[1,0;11]:[-7,7;14]:[5,-4;12]:[3,1;13]:[5,-2;13]:[1,0;8]:[-11,-11;14]:[-3,-9;14]:[11,1;12]:[-5,5;12]:[3,-5;13]:[-9,2;13]:[1,0;6]:[-11,8;14]:[11,2;11]:[5,1;12]:[-13,8;14]:[3,-2;9]:[3,-3;10]:[-7,0;14]:[-3,5;12]:[9,-4;13]:[5,2;13]:[-23,2;13]:[0,0;0]:[1,-1;12]:[5,0;14]:[-13,-2;13]:[7,1;13]:[3,-4;14]:[-3,0;10]:[-3,4;11]:[-3,0;14]:[-7,5;13]:[-3,1;10]:[11,6;14]:[9,-2;12]:[3,2;13]:[3,7;12]:[-1,8;12]:[5,4;11]:[5,-2;11]:[-5,2;14]:
